gyro_xout,gyro_yout,gyro_zout,accel_xout,accel_yout,accel_zout
-47.0000,26.0000,39.0000,0.0208,-0.0093,0.9692
-44.0000,43.0000,64.0000,0.0173,-0.0129,0.9822
-84.0000,16.0000,67.0000,0.0176,-0.0010,0.9741
-73.0000,23.0000,39.0000,0.0208,-0.0046,0.9688
-85.0000,4.0000,80.0000,0.0300,-0.0068,0.9709
-56.0000,-235.0000,45.0000,0.0193,-0.0037,0.9587
-56.0000,36.0000,64.0000,0.0200,-0.0054,0.9734
-64.0000,34.0000,57.0000,0.0164,-0.0027,0.9722
-69.0000,9.0000,45.0000,0.0198,-0.0034,0.9792
-60.0000,22.0000,76.0000,0.0203,-0.0042,0.9817
-74.0000,15.0000,63.0000,0.0259,-0.0071,0.9763
-61.0000,23.0000,71.0000,0.0144,-0.0054,0.9778
-58.0000,2.0000,41.0000,0.0217,-0.0071,0.9563
-62.0000,38.0000,59.0000,0.0205,-0.0049,0.9604
-50.0000,-12.0000,65.0000,0.0178,-0.0066,0.9705
-57.0000,-256.0000,60.0000,0.0181,-0.0066,0.9749
-77.0000,20.0000,87.0000,0.0193,-0.0098,0.9795
-70.0000,2.0000,70.0000,0.0222,-0.0046,0.9778
-67.0000,25.0000,44.0000,0.0203,-0.0083,0.9717
-51.0000,254.0000,76.0000,0.0210,-0.0059,0.9558
-36.0000,16.0000,48.0000,0.0242,-0.0098,0.9690
-69.0000,34.0000,48.0000,0.0022,-0.0083,0.9795
-68.0000,11.0000,58.0000,0.0271,-0.0095,0.9744
-82.0000,32.0000,86.0000,0.0156,-0.0051,0.9780
-64.0000,11.0000,45.0000,0.0183,-0.0127,0.9702
-78.0000,25.0000,49.0000,0.0161,-0.0039,0.9775
-71.0000,4.0000,78.0000,0.0164,-0.0056,0.9712
-65.0000,-4.0000,60.0000,0.0176,-0.0059,0.9727
-73.0000,3.0000,28.0000,0.0181,-0.0076,0.9746
-73.0000,13.0000,79.0000,0.0186,-0.0100,0.9788
-76.0000,49.0000,48.0000,0.0066,-0.0066,0.9641
-65.0000,-248.0000,47.0000,0.0183,-0.0061,0.9709
-43.0000,16.0000,51.0000,0.0176,-0.0090,0.9780
-74.0000,26.0000,60.0000,0.0054,-0.0107,0.9785
-67.0000,9.0000,56.0000,0.0178,-0.0059,0.9783
-72.0000,5.0000,71.0000,0.0300,-0.0022,0.9792
-69.0000,3.0000,47.0000,0.0112,-0.0022,0.9736
-72.0000,-251.0000,47.0000,0.0171,-0.0078,0.9751
-73.0000,10.0000,44.0000,0.0225,0.0017,0.9722
-81.0000,36.0000,39.0000,0.0232,-0.0017,0.9736
-67.0000,21.0000,43.0000,0.0220,-0.0115,0.9783
-55.0000,15.0000,51.0000,0.0249,-0.0024,0.9683
-75.0000,14.0000,64.0000,0.0046,-0.0012,0.9678
-68.0000,247.0000,69.0000,0.0171,-0.0107,0.9709
-60.0000,12.0000,86.0000,0.0181,-0.0078,0.9714
-77.0000,30.0000,46.0000,0.0107,-0.0110,0.9775
-62.0000,11.0000,74.0000,0.0161,-0.0098,0.9761
